"RowID","OrderID","OrderDate","ShipDate","Year","Month","YearMonth","Region","Province","CustomerSegment","Category","SubCategory","ProductName","Sales","Profit","Quantity","Discount","UnitPrice","ShippingCost","ProfitMargin"
"5111","36418","2012-01-27","2012-01-28","2012","1","2012-01","Ontario","Ontario","Corporate","Office Supplies","Binders and Binder Accessories","Avery Hole Reinforcements","207.92","-124.84","33","0.08","6.23","6.97","-0.6004"
"5129","36517","2010-03-01","2010-03-02","2010","3","2010-03","Ontario","Ontario","Corporate","Office Supplies","Appliances","Belkin Premiere Surge Master II 8-outlet surge protector","877.64","218.97","18","0.03","48.58","3.99","0.2495"
"5130","36517","2010-03-01","2010-03-03","2010","3","2010-03","Ontario","Ontario","Corporate","Technology","Computer Peripherals","Fellowes Basic 104-Key Keyboard, Platinum","190.1","-63.78","9","0.06","20.95","4","-0.3355"
"5151","36705","2009-06-25","2009-06-25","2009","6","2009-06","Ontario","Ontario","Small Business","Furniture","Tables","KI Conference Tables","1032.07","54.23","17","0.06","70.89","89.3","0.0525"
"5179","36833","2012-07-11","2012-07-18","2012","7","2012-07","Ontario","Ontario","Home Office","Office Supplies","Paper","Xerox 1959","184.32","-73.33","25","0","6.68","7.3","-0.3978"
"5190","36896","2009-11-03","2009-11-05","2009","11","2009-11","Ontario","Ontario","Corporate","Office Supplies","Labels","Avery 494","34.01","10.58","12","0","2.61","0.5","0.3111"
"5191","36896","2009-11-03","2009-11-06","2009","11","2009-11","Ontario","Ontario","Corporate","Furniture","Office Furnishings","Executive Impressions 13"" Chairman Wall Clock","1008.95","69.31","41","0.04","25.38","8.99","0.0687"
"5192","36896","2009-11-03","2009-11-03","2009","11","2009-11","Ontario","Ontario","Corporate","Office Supplies","Storage & Organization","Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers","3508.33","-546.98","21","0.04","167.27","35","-0.1559"
"5215","37123","2012-02-18","2012-02-19","2012","2","2012-02","Ontario","Ontario","Small Business","Furniture","Tables","Anderson Hickey Conga Table Tops & Accessories","794.58","11.65","50","0.05","15.23","27.75","0.0147"
"5280","37572","2010-08-03","2010-08-05","2010","8","2010-08","Ontario","Ontario","Corporate","Office Supplies","Binders and Binder Accessories","Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders","123.95","2.42","22","0.01","5.34","2.99","0.0195"
"5290","37669","2010-10-29","2010-10-31","2010","10","2010-10","Ontario","Ontario","Corporate","Office Supplies","Appliances","Hoover Commercial Lightweight Upright Vacuum with E-Z Empty� Dirt Cup","9081.98","2485.54","39","0.02","232.58","19.99","0.2737"
"5291","37669","2010-10-29","2010-10-31","2010","10","2010-10","Ontario","Ontario","Corporate","Office Supplies","Envelopes","Quality Park Security Envelopes","806.08","402.37","31","0.08","26.17","1.39","0.4992"
"5292","37669","2010-10-29","2010-11-01","2010","10","2010-10","Ontario","Ontario","Corporate","Office Supplies","Storage & Organization","Eldon Jumbo ProFile� Portable File Boxes Graphite/Black","70.02","-30.63","4","0","15.31","8.78","-0.4374"
"5362","38117","2010-04-20","2010-04-25","2010","4","2010-04","Ontario","Ontario","Home Office","Office Supplies","Storage & Organization","Hanging Personal Folder File","481.27","-128.89","28","0.01","15.7","11.25","-0.2678"
"5372","38210","2010-12-12","2010-12-12","2010","12","2010-12","Ontario","Ontario","Corporate","Office Supplies","Paper","Xerox 1922","52.76","-49.53","10","0.09","4.98","7.44","-0.9388"
"5381","38274","2011-06-10","2011-06-12","2011","6","2011-06","Ontario","Ontario","Consumer","Furniture","Chairs & Chairmats","Hon Olson Stacker Stools","1225.37","0.98","9","0.08","140.81","24.49","0.0008"
"5382","38274","2011-06-10","2011-06-12","2011","6","2011-06","Ontario","Ontario","Consumer","Office Supplies","Storage & Organization","Trav-L-File Heavy-Duty Shuttle II, Black","1199.57","23.7","27","0.06","43.57","16.36","0.0198"
"5383","38274","2011-06-10","2011-06-11","2011","6","2011-06","Ontario","Ontario","Consumer","Technology","Telephones and Communication","Accessory2","484.22","-33.79","10","0.02","55.99","1.25","-0.0698"
"5397","38370","2011-04-03","2011-04-05","2011","4","2011-04","Ontario","Ontario","Corporate","Office Supplies","Paper","Adams ""While You Were Out"" Message Pads","169.13","43.05","50","0","3.14","1.14","0.2545"
"5403","38405","2010-07-15","2010-07-18","2010","7","2010-07","Ontario","Ontario","Small Business","Furniture","Office Furnishings","Master Giant Foot� Doorstop, Safety Yellow","208.04","14.77","29","0.1","7.59","4","0.071"
"5409","38466","2011-08-17","2011-08-18","2011","8","2011-08","Ontario","Ontario","Corporate","Office Supplies","Paper","Xerox 1983","136.18","-43.26","22","0.08","5.98","5.46","-0.3177"
"5410","38466","2011-08-17","2011-08-19","2011","8","2011-08","Ontario","Ontario","Corporate","Office Supplies","Labels","Avery 498","111.37","46.46","37","0.04","2.89","0.5","0.4172"
"5411","38466","2011-08-17","2011-08-18","2011","8","2011-08","Ontario","Ontario","Corporate","Office Supplies","Paper","Xerox 210","105.48","-53.99","15","0.02","6.48","7.37","-0.5119"
"5415","38501","2009-04-28","2009-04-29","2009","4","2009-04","Ontario","Ontario","Corporate","Office Supplies","Paper","Xerox 1894","78.68","-29.07","11","0.05","6.48","6.22","-0.3695"
"5425","38532","2012-07-17","2012-07-19","2012","7","2012-07","Ontario","Ontario","Corporate","Office Supplies","Pens & Art Supplies","Newell 338","128.22","16.51","44","0.07","2.94","0.7","0.1288"
"5428","38564","2009-11-02","2009-11-03","2009","11","2009-11","Ontario","Ontario","Home Office","Technology","Computer Peripherals","Microsoft Multimedia Keyboard","904.93","-53.4","31","0.08","30.97","4","-0.059"
"5429","38564","2009-11-02","2009-11-04","2009","11","2009-11","Ontario","Ontario","Home Office","Office Supplies","Labels","Avery 506","98.51","45.93","21","0.1","4.13","0.5","0.4662"
"5481","38915","2009-09-17","2009-09-18","2009","9","2009-09","Ontario","Ontario","Corporate","Office Supplies","Appliances","Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags","96.73","-83.65","12","0.08","7.77","9.23","-0.8648"
"5482","38915","2009-09-17","2009-09-19","2009","9","2009-09","Ontario","Ontario","Corporate","Furniture","Office Furnishings","Master Giant Foot� Doorstop, Safety Yellow","253.6","24.39","34","0.07","7.59","4","0.0962"
"5487","38947","2009-11-29","2009-12-01","2009","11","2009-11","Ontario","Ontario","Home Office","Furniture","Office Furnishings","DAX Clear Channel Poster Frame","307.46","4.91","20","0.02","14.58","7.4","0.016"
"5512","39078","2009-06-23","2009-06-23","2009","6","2009-06","Ontario","Ontario","Corporate","Office Supplies","Pens & Art Supplies","Newell 337","36.91","-27.72","10","0.07","3.28","3.97","-0.751"
"5513","39078","2009-06-23","2009-06-30","2009","6","2009-06","Ontario","Ontario","Corporate","Technology","Computer Peripherals","Hayes Optima 56K V.90 Internal Voice Modem","2155.84","-267.63","8","0.02","256.99","11.25","-0.1241"
"5514","39078","2009-06-23","2009-06-25","2009","6","2009-06","Ontario","Ontario","Corporate","Office Supplies","Paper","Xerox 23","175.27","-33.67","26","0.01","6.48","5.14","-0.1921"
"5524","39141","2009-05-03","2009-05-05","2009","5","2009-05","Ontario","Ontario","Consumer","Office Supplies","Envelopes","Staples Colored Interoffice Envelopes","1400.91","-163.53","49","0.09","30.98","19.51","-0.1167"
"5525","39141","2009-05-03","2009-05-05","2009","5","2009-05","Ontario","Ontario","Consumer","Furniture","Office Furnishings","Electrix Fluorescent Magnifier Lamps & Weighted Base","2259.66","554.77","47","0.03","49.34","10.25","0.2455"
"5570","39460","2009-05-02","2009-05-04","2009","5","2009-05","Ontario","Ontario","Consumer","Office Supplies","Binders and Binder Accessories","Wilson Jones Hanging View Binder, White, 1""","172.42","-71.6","25","0.09","7.1","6.05","-0.4153"
"5571","39460","2009-05-02","2009-05-03","2009","5","2009-05","Ontario","Ontario","Consumer","Technology","Telephones and Communication","i2000","2033.92","251.2","19","0.02","125.99","2.5","0.1235"
"5639","39904","2009-02-02","2009-02-03","2009","2","2009-02","Ontario","Ontario","Consumer","Furniture","Office Furnishings","6"" Cubicle Wall Clock, Black","363.92","-144.56","44","0","8.09","7.96","-0.3972"
"5643","39909","2011-02-24","2011-03-04","2011","2","2011-02","Ontario","Ontario","Home Office","Technology","Telephones and Communication","5165","7778.76","2547.3","50","0","175.99","4.99","0.3275"
"5669","40100","2012-02-04","2012-02-08","2012","2","2012-02","Ontario","Ontario","Home Office","Office Supplies","Paper","Xerox Blank Computer Paper","1001.17","333.18","47","0","19.98","5.77","0.3328"
"5689","40224","2009-06-30","2009-07-07","2009","6","2009-06","Ontario","Ontario","Consumer","Furniture","Office Furnishings","Howard Miller 16"" Diameter Gallery Wall Clock","890.9","404.29","14","0.05","63.94","14.48","0.4538"
"5712","40422","2011-07-18","2011-07-20","2011","7","2011-07","Ontario","Ontario","Consumer","Technology","Telephones and Communication","StarTAC 7760","2192.44","517.82","39","0.06","65.99","3.99","0.2362"
"5743","40802","2012-09-03","2012-09-04","2012","9","2012-09","Ontario","Ontario","Consumer","Technology","Office Machines","Hewlett-Packard Deskjet 5550 Color Inkjet Printer","3361.02","26.05","28","0.04","115.99","56.14","0.0078"
"5755","40839","2012-03-31","2012-04-01","2012","3","2012-03","Ontario","Ontario","Corporate","Technology","Office Machines","Hewlett-Packard 2600DN Business Color Inkjet Printer","2732.01","-100.47","23","0.04","119.99","56.14","-0.0368"
"5777","40997","2009-04-21","2009-04-21","2009","4","2009-04","Ontario","Ontario","Small Business","Office Supplies","Paper","Xerox 1951","382.29","61.47","12","0.05","30.98","9.18","0.1608"
"5778","40997","2009-04-21","2009-04-28","2009","4","2009-04","Ontario","Ontario","Small Business","Office Supplies","Pens & Art Supplies","Boston KS Multi-Size Manual Pencil Sharpener","881.74","18.27","37","0.05","22.99","8.99","0.0207"
"5779","40997","2009-04-21","2009-04-23","2009","4","2009-04","Ontario","Ontario","Small Business","Office Supplies","Storage & Organization","Pizazz� Global Quick File�","22.61","-8.4","1","0.03","14.97","7.51","-0.3715"
"5780","40997","2009-04-21","2009-04-25","2009","4","2009-04","Ontario","Ontario","Small Business","Furniture","Tables","Bush Advantage Collection� Round Conference Table","7384.18","-513.79","33","0.04","212.6","110.2","-0.0696"
"5806","41185","2009-12-06","2009-12-07","2009","12","2009-12","Ontario","Ontario","Corporate","Office Supplies","Paper","Xerox 196","18.81","-12.83","2","0.08","5.78","7.96","-0.6821"
"5816","41253","2009-05-07","2009-05-09","2009","5","2009-05","Ontario","Ontario","Small Business","Technology","Computer Peripherals","Gyration Ultra Professional Cordless Optical Suite","1455.49","-807.59","5","0.07","300.97","7.18","-0.5549"
"5831","41378","2012-10-29","2012-11-01","2012","10","2012-10","Ontario","Ontario","Home Office","Furniture","Chairs & Chairmats","Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms","5454.51","446.26","30","0.03","180.98","30","0.0818"
"5832","41378","2012-10-29","2012-10-31","2012","10","2012-10","Ontario","Ontario","Home Office","Technology","Computer Peripherals","Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS","1264.17","433.34","42","0.05","29.89","1.99","0.3428"
"5845","41474","2009-04-20","2009-04-22","2009","4","2009-04","Ontario","Ontario","Corporate","Furniture","Bookcases","Bush Westfield Collection Bookcases, Fully Assembled","3640.83","-6.8","35","0","100.98","35.84","-0.0019"
"5846","41474","2009-04-20","2009-04-22","2009","4","2009-04","Ontario","Ontario","Corporate","Technology","Computer Peripherals","Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack","225.94","-89.13","50","0.09","4.77","2.39","-0.3945"
"5849","41508","2010-09-24","2010-09-26","2010","9","2010-09","Ontario","Ontario","Home Office","Furniture","Chairs & Chairmats","Global Troy� Executive Leather Low-Back Tilter","18561.31","4822.42","39","0.05","500.98","26","0.2598"
"5855","41569","2010-07-21","2010-07-22","2010","7","2010-07","Ontario","Ontario","Corporate","Office Supplies","Paper","Xerox 1881","617.34","47.1","49","0.06","12.28","6.47","0.0763"
"5858","41571","2011-06-06","2011-06-15","2011","6","2011-06","Ontario","Ontario","Corporate","Office Supplies","Pens & Art Supplies","Boston 19500 Mighty Mite Electric Pencil Sharpener","906.07","-2.66","42","0","20.15","8.99","-0.0029"
"5880","41728","2009-09-30","2009-10-02","2009","9","2009-09","Ontario","Ontario","Corporate","Office Supplies","Binders and Binder Accessories","GBC DocuBind TL300 Electric Binding System","23106.46","9527.47","28","0.08","896.99","19.99","0.4123"
"5881","41728","2009-09-30","2009-10-01","2009","9","2009-09","Ontario","Ontario","Corporate","Furniture","Chairs & Chairmats","Hon Deluxe Fabric Upholstered Stacking Chairs","2549.58","41.53","10","0.02","243.98","62.94","0.0163"
"5886","41764","2009-10-05","2009-10-07","2009","10","2009-10","Ontario","Ontario","Home Office","Furniture","Tables","Chromcraft 48"" x 96"" Racetrack Double Pedestal Table","5105.06","467.12","16","0.03","320.64","29.2","0.0915"
"5931","42082","2011-12-18","2011-12-20","2011","12","2011-12","Ontario","Ontario","Small Business","Office Supplies","Paper","TOPS Voice Message Log Book, Flash Format","76.42","-3.95","15","0.03","4.76","3.01","-0.0517"
"5958","42279","2009-06-30","2009-07-01","2009","6","2009-06","Ontario","Ontario","Home Office","Technology","Computer Peripherals","Logitech Internet Navigator Keyboard","1431","-55.78","44","0.02","30.98","6.5","-0.039"
"5962","42308","2009-06-12","2009-06-15","2009","6","2009-06","Ontario","Ontario","Small Business","Furniture","Office Furnishings","Eldon Im�ge� Series Desk Accessories, Clear","79.98","-56.56","16","0.09","4.86","7.1","-0.7072"
"5980","42375","2010-10-01","2010-10-02","2010","10","2010-10","Ontario","Ontario","Home Office","Office Supplies","Pens & Art Supplies","Newell 338","138.45","24.34","45","0.03","2.94","0.7","0.1758"
"6044","42851","2009-06-01","2009-06-02","2009","6","2009-06","Ontario","Ontario","Corporate","Office Supplies","Rubber Bands","Plymouth Boxed Rubber Bands by Plymouth","24.32","-2.97","4","0.05","4.71","0.7","-0.1221"
"6045","42851","2009-06-01","2009-06-02","2009","6","2009-06","Ontario","Ontario","Corporate","Technology","Telephones and Communication","Accessory32","344.3","-22.9","7","0.04","55.99","1.25","-0.0665"
"6154","43585","2010-11-10","2010-11-12","2010","11","2010-11","Ontario","Ontario","Consumer","Office Supplies","Paper","Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box","1004.18","374.19","19","0.08","55.48","6.79","0.3726"
"6157","43590","2009-09-10","2009-09-12","2009","9","2009-09","Ontario","Ontario","Home Office","Furniture","Chairs & Chairmats","SAFCO Folding Chair Trolley","3118.6","804.2","24","0.06","128.24","12.65","0.2579"
"6188","43874","2012-06-10","2012-06-11","2012","6","2012-06","Ontario","Ontario","Home Office","Office Supplies","Pens & Art Supplies","Newell 35","153.28","-161.21","46","0.09","3.28","5","-1.0517"
"6356","45059","2011-02-03","2011-02-05","2011","2","2011-02","Ontario","Ontario","Consumer","Technology","Computer Peripherals","Fellowes Internet Keyboard, Platinum","130.14","-116.18","4","0.04","30.42","8.65","-0.8927"
"6408","45542","2010-02-07","2010-02-10","2010","2","2010-02","Ontario","Ontario","Corporate","Office Supplies","Paper","Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4","281.79","-50.96","37","0.04","7.64","5.83","-0.1808"
"6409","45542","2010-02-07","2010-02-08","2010","2","2010-02","Ontario","Ontario","Corporate","Furniture","Tables","Bevis 36 x 72 Conference Tables","4064.27","-300.85","40","0.01","124.49","51.94","-0.074"
"6427","45698","2012-04-23","2012-04-25","2012","4","2012-04","Ontario","Ontario","Small Business","Office Supplies","Binders and Binder Accessories","Ibico EB-19 Dual Function Manual Binding System","6559.01","2307.57","40","0.1","172.99","19.99","0.3518"
"6428","45698","2012-04-23","2012-04-26","2012","4","2012-04","Ontario","Ontario","Small Business","Office Supplies","Paper","Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book","263.37","-5.68","36","0.04","7.28","4.23","-0.0216"
"6458","45987","2009-03-12","2009-03-14","2009","3","2009-03","Ontario","Ontario","Small Business","Office Supplies","Paper","EcoTones� Memo Sheets","131.43","37.25","31","0.01","4","1.3","0.2834"
"6471","46052","2009-11-23","2009-11-25","2009","11","2009-11","Ontario","Ontario","Corporate","Furniture","Office Furnishings","Howard Miller 16"" Diameter Gallery Wall Clock","2374.35","878.21","37","0.05","63.94","14.48","0.3699"
"6472","46052","2009-11-23","2009-11-25","2009","11","2009-11","Ontario","Ontario","Corporate","Furniture","Office Furnishings","Seth Thomas 13 1/2"" Wall Clock","729.21","194.15","39","0","17.78","5.03","0.2662"
"6516","46374","2010-07-07","2010-07-09","2010","7","2010-07","Ontario","Ontario","Small Business","Furniture","Tables","Bevis Round Bullnose 29"" High Table Top","1822.83","-627.64","7","0.08","259.71","66.67","-0.3443"
"6519","46402","2011-01-08","2011-01-10","2011","1","2011-01","Ontario","Ontario","Consumer","Furniture","Office Furnishings","Deflect-o SuperTray� Unbreakable Stackable Tray, Letter, Black","826.27","322.88","27","0.03","29.18","8.55","0.3908"
"6520","46402","2011-01-08","2011-01-09","2011","1","2011-01","Ontario","Ontario","Consumer","Technology","Telephones and Communication","Panasonic All Digital Answering System with Caller ID*, KX-TM150B","1777.47","166.37","29","0.01","66.99","13.99","0.0936"
"6521","46402","2011-01-08","2011-01-09","2011","1","2011-01","Ontario","Ontario","Consumer","Technology","Telephones and Communication","StarTAC 7797","1219.15","52.93","12","0.01","115.99","2.5","0.0434"
"6522","46404","2012-03-04","2012-03-05","2012","3","2012-03","Ontario","Ontario","Small Business","Technology","Telephones and Communication","T61","1875.41","507.33","50","0.05","45.99","2.5","0.2705"
"6528","46468","2011-01-11","2011-01-12","2011","1","2011-01","Ontario","Ontario","Home Office","Office Supplies","Binders and Binder Accessories","GBC DocuBind P100 Manual Binding Machine","7535.96","2745.87","46","0.08","165.98","19.99","0.3644"
"6529","46468","2011-01-11","2011-01-13","2011","1","2011-01","Ontario","Ontario","Home Office","Technology","Computer Peripherals","80 Minute CD-R Spindle, 100/Pack - Staples","1618.31","504.71","41","0.08","39.48","1.99","0.3119"
"6530","46468","2011-01-11","2011-01-13","2011","1","2011-01","Ontario","Ontario","Home Office","Office Supplies","Paper","Xerox 207","11.87","-8.89","1","0.04","6.48","5.4","-0.7489"
"6533","46497","2012-06-19","2012-06-20","2012","6","2012-06","Ontario","Ontario","Corporate","Office Supplies","Pens & Art Supplies","Boston 19500 Mighty Mite Electric Pencil Sharpener","630.54","-30.07","30","0.03","20.15","8.99","-0.0477"
"6651","47303","2011-12-05","2011-12-06","2011","12","2011-12","Ontario","Ontario","Corporate","Office Supplies","Binders and Binder Accessories","GBC Linen Binding Covers","1413.82","226.53","47","0.1","30.98","11.63","0.1602"
"6652","47303","2011-12-05","2011-12-06","2011","12","2011-12","Ontario","Ontario","Corporate","Office Supplies","Envelopes","#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes","56.9","12.64","7","0.03","7.64","1.39","0.2221"
"6653","47303","2011-12-05","2011-12-07","2011","12","2011-12","Ontario","Ontario","Corporate","Office Supplies","Paper","Xerox 210","308.92","-143.58","45","0.04","6.48","7.37","-0.4648"
"6672","47492","2011-07-23","2011-07-25","2011","7","2011-07","Ontario","Ontario","Corporate","Technology","Computer Peripherals","Fellowes Internet Keyboard, Platinum","649.71","-157.51","22","0.07","30.42","8.65","-0.2424"
"6695","47682","2012-11-16","2012-11-17","2012","11","2012-11","Ontario","Ontario","Small Business","Office Supplies","Envelopes","Ames Color-File� Green Diamond Border X-ray Mailers","3191.24","1620.23","38","0","83.98","5.01","0.5077"
"6807","48483","2009-12-10","2009-12-11","2009","12","2009-12","Ontario","Ontario","Small Business","Office Supplies","Pens & Art Supplies","Quartet Alpha� White Chalk, 12/Pack","47.55","10.01","18","0","2.21","1","0.2105"
"6871","48961","2009-07-21","2009-07-23","2009","7","2009-07","Ontario","Ontario","Small Business","Office Supplies","Paper","Xerox 1982","520.68","-143.66","24","0.09","22.84","16.87","-0.2759"
"6872","48961","2009-07-21","2009-07-23","2009","7","2009-07","Ontario","Ontario","Small Business","Office Supplies","Storage & Organization","Super Decoflex Portable Personal File","358.78","-76.9","25","0.1","14.98","7.69","-0.2143"
"6921","49350","2012-08-22","2012-08-24","2012","8","2012-08","Ontario","Ontario","Small Business","Office Supplies","Paper","Array� Parchment Paper, Assorted Colors","375.11","-331.63","50","0.01","7.28","11.15","-0.8841"
"6936","49505","2009-01-21","2009-01-23","2009","1","2009-01","Ontario","Ontario","Home Office","Office Supplies","Binders and Binder Accessories","XtraLife� ClearVue� Slant-D� Ring Binders by Cardinal","97.74","-8.5","12","0.04","7.84","4.71","-0.087"
"6937","49505","2009-01-21","2009-01-22","2009","1","2009-01","Ontario","Ontario","Home Office","Technology","Computer Peripherals","Memorex Slim 80 Minute CD-R, 10/Pack","335.59","85.83","34","0.04","9.78","1.99","0.2558"
"6966","49797","2011-03-08","2011-03-09","2011","3","2011-03","Ontario","Ontario","Small Business","Office Supplies","Appliances","Staples 6 Outlet Surge","341.1","-4.75","27","0","11.97","4.98","-0.0139"
"6967","49797","2011-03-08","2011-03-09","2011","3","2011-03","Ontario","Ontario","Small Business","Office Supplies","Paper","Xerox 217","171.68","-116.56","26","0.07","6.48","8.19","-0.6789"
"7007","50017","2012-11-20","2012-11-22","2012","11","2012-11","Ontario","Ontario","Home Office","Office Supplies","Pens & Art Supplies","Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop","1502.47","214.05","43","0.07","34.58","8.99","0.1425"
"7008","50017","2012-11-20","2012-11-20","2012","11","2012-11","Ontario","Ontario","Home Office","Office Supplies","Storage & Organization","Fellowes Officeware� Wire Shelving","2014.13","-794.94","24","0.1","89.83","35","-0.3947"
"7013","50051","2009-10-04","2009-10-04","2009","10","2009-10","Ontario","Ontario","Corporate","Furniture","Office Furnishings","Eldon Expressions� Desk Accessory, Wood Photo Frame, Mahogany","308.64","91.08","15","0.03","19.04","6.38","0.2951"
"7019","50083","2011-04-08","2011-04-10","2011","4","2011-04","Ontario","Ontario","Small Business","Technology","Office Machines","Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer","13671.94","5711.96","33","0.01","400.97","48.26","0.4178"
"7047","50307","2010-10-15","2010-10-15","2010","10","2010-10","Ontario","Ontario","Corporate","Technology","Computer Peripherals","Maxell Pro 80 Minute CD-R, 10/Pack","536.83","161.37","31","0.06","17.48","1.99","0.3006"
"7048","50307","2010-10-15","2010-10-17","2010","10","2010-10","Ontario","Ontario","Corporate","Office Supplies","Paper","Xerox 1940","1734.31","647.25","32","0.06","54.96","10.75","0.3732"
"7102","50663","2010-11-09","2010-11-10","2010","11","2010-11","Ontario","Ontario","Consumer","Office Supplies","Appliances","Euro Pro Shark Stick Mini Vacuum","1614.84","-716.55","26","0.02","60.98","49","-0.4437"
"7137","50917","2009-07-21","2009-07-25","2009","7","2009-07","Ontario","Ontario","Consumer","Technology","Computer Peripherals","Memorex 80 Minute CD-R Spindle, 100/Pack","1422.31","498.15","33","0.02","43.98","1.99","0.3502"
"7145","50981","2009-08-04","2009-08-04","2009","8","2009-08","Ontario","Ontario","Corporate","Technology","Telephones and Communication","CF 688","5678.55","1550.88","42","0.01","155.99","8.99","0.2731"
"7165","51140","2012-09-14","2012-09-14","2012","9","2012-09","Ontario","Ontario","Corporate","Office Supplies","Appliances","Eureka Sanitaire � Multi-Pro Heavy-Duty Upright, Disposable Bags","132.01","-93.12","28","0.04","4.37","5.15","-0.7054"
"7166","51140","2012-09-14","2012-09-18","2012","9","2012-09","Ontario","Ontario","Corporate","Technology","Computer Peripherals","Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus","626.33","24.56","14","0.01","45.19","1.99","0.0392"
"7167","51140","2012-09-14","2012-09-21","2012","9","2012-09","Ontario","Ontario","Corporate","Furniture","Office Furnishings","3M Polarizing Task Lamp with Clamp Arm, Light Gray","394.34","352.38","3","0.1","136.98","24.49","0.8936"
"7177","51205","2012-12-10","2012-12-11","2012","12","2012-12","Ontario","Ontario","Home Office","Office Supplies","Binders and Binder Accessories","Mead 1st Gear 2"" Zipper Binder, Asst. Colors","233.01","88.88","17","0.04","12.97","1.49","0.3814"
"7178","51205","2012-12-10","2012-12-11","2012","12","2012-12","Ontario","Ontario","Home Office","Office Supplies","Envelopes","Blue String-Tie & Button Interoffice Envelopes, 10 x 13","225.72","16.65","5","0","39.98","9.83","0.0738"
"7180","51237","2012-03-10","2012-03-12","2012","3","2012-03","Ontario","Ontario","Small Business","Technology","Telephones and Communication","3285","4769.07","1138.58","26","0.03","205.99","5.99","0.2387"
"7236","51619","2009-09-02","2009-09-03","2009","9","2009-09","Ontario","Ontario","Consumer","Office Supplies","Pens & Art Supplies","Quartet Alpha� White Chalk, 12/Pack","100.6","11.55","46","0.03","2.21","1","0.1148"
"7237","51619","2009-09-02","2009-09-03","2009","9","2009-09","Ontario","Ontario","Consumer","Office Supplies","Storage & Organization","Economy Rollaway Files","958.06","-77.09","6","0.09","165.2","19.99","-0.0805"
"7238","51619","2009-09-02","2009-09-04","2009","9","2009-09","Ontario","Ontario","Consumer","Office Supplies","Binders and Binder Accessories","Avery Binder Labels","14.75","-11.42","2","0.07","3.89","7.01","-0.7742"
"7239","51619","2009-09-02","2009-09-03","2009","9","2009-09","Ontario","Ontario","Consumer","Furniture","Chairs & Chairmats","Hon 4700 Series Mobuis� Mid-Back Task Chairs with Adjustable Arms","11262.04","1660.92","31","0.06","355.98","58.92","0.1475"
"7250","51713","2011-03-19","2011-03-20","2011","3","2011-03","Ontario","Ontario","Corporate","Office Supplies","Rubber Bands","Rubber Band Ball","133.07","-15.96","35","0.02","3.74","0.94","-0.1199"
"7296","52007","2012-04-14","2012-04-14","2012","4","2012-04","Ontario","Ontario","Consumer","Office Supplies","Labels","Avery 507","68.54","22.2","25","0.1","2.88","0.5","0.3239"
"7297","52007","2012-04-14","2012-04-15","2012","4","2012-04","Ontario","Ontario","Consumer","Furniture","Tables","Chromcraft Bull-Nose Wood Oval Conference Tables & Bases","10351.01","-1331.55","19","0.08","550.98","45.7","-0.1286"
"7317","52164","2012-04-13","2012-04-15","2012","4","2012-04","Ontario","Ontario","Small Business","Technology","Telephones and Communication","6120","1824.85","364.23","30","0","65.99","8.8","0.1996"
"7367","52512","2011-07-07","2011-07-09","2011","7","2011-07","Ontario","Ontario","Consumer","Office Supplies","Appliances","Staples 6 Outlet Surge","49.86","-21.77","4","0.09","11.97","4.98","-0.4366"
"7368","52512","2011-07-07","2011-07-09","2011","7","2011-07","Ontario","Ontario","Consumer","Office Supplies","Binders and Binder Accessories","Binder Posts","197.49","-52.84","32","0.08","5.74","5.01","-0.2676"
"7379","52611","2011-04-25","2011-04-25","2011","4","2011-04","Ontario","Ontario","Corporate","Office Supplies","Rubber Bands","Advantus Push Pins","24.95","-5.14","11","0.09","2.18","1.38","-0.206"
"7403","52805","2011-09-28","2011-09-28","2011","9","2011-09","Ontario","Ontario","Corporate","Technology","Computer Peripherals","Logitech Cordless Access Keyboard","596.56","60.7","20","0.04","29.99","5.5","0.1018"
"7405","52833","2011-12-24","2011-12-25","2011","12","2011-12","Ontario","Ontario","Consumer","Office Supplies","Storage & Organization","Companion Letter/Legal File, Black","317.82","-33.09","8","0.02","37.76","12.9","-0.1041"
"7423","52930","2011-11-08","2011-11-12","2011","11","2011-11","Ontario","Ontario","Corporate","Office Supplies","Envelopes","#10- 4 1/8"" x 9 1/2"" Recycled Envelopes","136.98","44.12","16","0.04","8.74","1.39","0.3221"
"7424","52930","2011-11-08","2011-11-13","2011","11","2011-11","Ontario","Ontario","Corporate","Office Supplies","Paper","Xerox 1924","225.17","-183.05","39","0.1","5.78","8.09","-0.8129"
